SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
22018,101106,21801225,10-Apr-19,GSW @ MEM,L,18,0,1,0,0,0,0,0,0,0,1,5,6,1,1,2,5,1,0,-15,1
22018,101106,21801205,7-Apr-19,GSW vs. LAC,W,7,1,1,1,0,0,0,0,0,0,1,2,3,0,1,1,0,3,2,13,1
22018,101106,21801191,5-Apr-19,GSW vs. CLE,W,21,3,6,0.5,0,0,0,0,0,0,2,5,7,0,0,1,0,4,6,15,1
22018,101106,21801164,2-Apr-19,GSW vs. DEN,W,4,2,3,0.667,0,0,0,0,0,0,1,2,3,1,0,0,0,1,4,7,1
22018,101106,21801150,31-Mar-19,GSW vs. CHA,W,11,3,4,0.75,0,0,0,0,0,0,1,7,8,0,0,1,0,2,6,20,1
22018,101106,21801132,29-Mar-19,GSW @ MIN,L,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,1
22018,101106,21801118,27-Mar-19,GSW @ MEM,W,7,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,-6,1
22018,101106,21801101,24-Mar-19,GSW vs. DET,W,24,4,5,0.8,0,0,0,0,0,0,0,5,5,3,0,3,0,3,8,0,1
22018,101106,21801079,21-Mar-19,GSW vs. IND,W,9,1,8,0.125,0,0,0,2,2,1,4,3,7,1,0,0,1,2,4,-12,1
22018,101106,21801062,19-Mar-19,GSW @ MIN,W,13,1,4,0.25,0,0,0,0,0,0,2,4,6,3,0,0,1,3,2,-9,1
22018,101106,21801055,18-Mar-19,GSW @ SAS,L,19,3,4,0.75,0,0,0,1,1,1,0,7,7,1,1,0,1,3,7,-2,1
22018,101107,21801159,1-Apr-19,CHA @ UTA,L,24,0,4,0,0,4,0,0,0,0,0,5,5,0,2,1,1,2,0,-21,1
22018,101107,21801150,31-Mar-19,CHA @ GSW,L,21,1,5,0.2,0,1,0,0,0,0,2,2,4,3,0,0,0,1,2,-22,1
22018,101107,21801135,29-Mar-19,CHA @ LAL,L,30,5,11,0.455,3,6,0.5,0,0,0,0,5,5,1,3,1,1,0,13,-17,1
22018,101107,21801107,26-Mar-19,CHA vs. SAS,W,29,4,11,0.364,0,6,0,0,0,0,0,4,4,0,1,1,0,0,8,2,1
22018,101107,21801098,24-Mar-19,CHA @ TOR,W,21,4,6,0.667,2,4,0.5,0,0,0,0,1,1,0,2,0,0,3,10,-2,1
22018,101107,21801087,23-Mar-19,CHA vs. BOS,W,30,4,9,0.444,1,4,0.25,4,4,1,1,2,3,2,1,1,2,1,13,23,1
22018,101107,21801074,21-Mar-19,CHA vs. MIN,W,25,5,6,0.833,3,4,0.75,0,0,0,1,2,3,0,2,3,0,3,13,7,1
22018,101107,21801059,19-Mar-19,CHA vs. PHI,L,23,1,4,0.25,1,4,0.25,4,4,1,0,2,2,1,0,0,1,2,7,-11,1
22018,101107,21801045,17-Mar-19,CHA @ MIA,L,28,1,7,0.143,0,4,0,0,0,0,1,3,4,2,1,3,2,2,2,-5,2
22018,101107,21801028,15-Mar-19,CHA @ WAS,W,30,1,9,0.111,0,3,0,0,0,0,4,2,6,1,2,1,1,2,2,0,1
22018,101107,21800990,9-Mar-19,CHA @ MIL,L,31,2,9,0.222,1,4,0.25,0,0,0,0,8,8,2,1,0,1,3,5,-19,1
22018,101107,21800977,8-Mar-19,CHA vs. WAS,W,32,10,16,0.625,7,10,0.7,3,3,1,5,2,7,1,1,2,3,1,30,2,1
22018,101107,21800965,6-Mar-19,CHA vs. MIA,L,35,3,12,0.25,3,5,0.6,0,0,0,2,2,4,2,1,0,2,1,9,-13,1
22018,101107,21800944,3-Mar-19,CHA vs. POR,L,29,2,6,0.333,1,3,0.333,1,1,1,1,1,2,1,2,3,1,2,6,-17,1
22018,101107,21800929,1-Mar-19,CHA @ BKN,W,38,5,8,0.625,1,2,0.5,0,0,0,3,5,8,2,0,0,1,3,11,6,1
22018,101107,21800911,27-Feb-19,CHA vs. HOU,L,33,5,10,0.5,2,5,0.4,0,2,0,1,5,6,3,0,0,0,1,12,10,1
22018,101107,21800897,25-Feb-19,CHA vs. GSW,L,26,4,8,0.5,1,5,0.2,2,2,1,0,4,4,0,0,1,0,4,11,2,1
22018,101107,21800884,23-Feb-19,CHA vs. BKN,L,30,3,7,0.429,1,5,0.2,4,4,1,2,6,8,2,1,2,2,2,11,-14,1
22018,101107,21800873,22-Feb-19,CHA vs. WAS,W,34,6,9,0.667,1,4,0.25,0,0,0,1,8,9,1,0,1,1,2,13,11,1
22018,101107,21800864,14-Feb-19,CHA @ ORL,L,22,2,7,0.286,1,3,0.333,0,0,0,2,6,8,0,0,0,0,2,5,-11,1
22018,101107,21800841,11-Feb-19,CHA @ IND,L,31,2,10,0.2,1,6,0.167,0,0,0,5,6,11,3,2,0,0,3,5,6,1
22018,101107,21800827,9-Feb-19,CHA @ ATL,W,35,12,16,0.75,3,7,0.429,0,0,0,0,3,3,0,1,1,0,3,27,8,1
22018,101107,21800807,6-Feb-19,CHA @ DAL,L,26,2,7,0.286,1,5,0.2,0,0,0,0,5,5,1,1,0,0,4,5,6,1
22018,101107,21800796,5-Feb-19,CHA vs. LAC,L,35,4,15,0.267,3,12,0.25,2,2,1,1,6,7,1,0,4,0,0,13,6,1
22018,101107,21800776,2-Feb-19,CHA vs. CHI,W,35,5,9,0.556,2,4,0.5,1,2,0.5,1,3,4,2,2,1,0,3,13,13,1
22018,101107,21800770,1-Feb-19,CHA vs. MEM,W,33,5,10,0.5,3,7,0.429,3,4,0.75,0,4,4,0,1,0,0,3,16,0,1
22018,101107,21800756,30-Jan-19,CHA @ BOS,L,27,4,4,1,2,2,1,0,0,0,0,2,2,0,1,0,0,0,10,-10,1
22018,101107,21800744,28-Jan-19,CHA vs. NYK,W,36,3,12,0.25,1,8,0.125,0,0,0,0,7,7,3,0,1,0,0,7,-2,1
22018,101107,21800727,25-Jan-19,CHA @ MIL,L,35,5,9,0.556,3,7,0.429,0,0,0,1,7,8,2,1,0,2,1,13,-11,1
22018,101107,21800713,23-Jan-19,CHA @ MEM,W,29,4,11,0.364,3,9,0.333,0,0,0,0,3,3,0,2,0,2,1,11,-4,1
22018,101107,21800688,20-Jan-19,CHA @ IND,L,31,3,13,0.231,2,9,0.222,1,2,0.5,0,5,5,2,0,1,0,2,9,-14,1
22018,101107,21800679,19-Jan-19,CHA vs. PHX,W,22,4,7,0.571,3,4,0.75,3,3,1,1,3,4,2,0,1,2,5,14,13,1
22018,101107,21800666,17-Jan-19,CHA vs. SAC,W,30,3,6,0.5,3,6,0.5,1,2,0.5,0,5,5,2,3,1,0,2,10,4,1
22018,101107,21800647,14-Jan-19,CHA @ SAS,W,27,3,6,0.5,3,5,0.6,2,2,1,1,4,5,3,1,0,0,0,11,8,1
22018,101107,21800636,12-Jan-19,CHA @ SAC,L,33,2,9,0.222,1,5,0.2,1,1,1,1,7,8,2,2,3,0,2,6,-7,1
22018,101107,21800628,11-Jan-19,CHA @ POR,L,23,2,6,0.333,2,4,0.5,0,0,0,1,4,5,2,0,1,0,2,6,-21,1
22018,101107,21800606,8-Jan-19,CHA @ LAC,L,29,5,10,0.5,3,8,0.375,1,2,0.5,0,7,7,1,1,0,0,2,14,-8,1
22018,101107,21800590,6-Jan-19,CHA @ PHX,W,35,6,12,0.5,2,5,0.4,2,2,1,5,2,7,2,1,1,0,3,16,9,1
22018,101107,21800576,5-Jan-19,CHA @ DEN,L,34,6,15,0.4,3,8,0.375,1,2,0.5,3,3,6,0,3,1,3,2,16,-1,1
22018,101107,21800554,2-Jan-19,CHA vs. DAL,L,22,4,9,0.444,2,3,0.667,0,0,0,1,1,2,2,0,0,0,2,10,-11,1
22018,101107,21800543,31-Dec-18,CHA vs. ORL,W,24,3,9,0.333,2,3,0.667,2,2,1,0,5,5,2,1,0,1,1,10,3,1
22018,101107,21800530,29-Dec-18,CHA @ WAS,L,36,7,14,0.5,3,7,0.429,0,0,0,2,5,7,3,1,1,1,5,17,2,1
22018,101107,21800517,28-Dec-18,CHA vs. BKN,W,35,2,10,0.2,0,4,0,2,2,1,2,6,8,0,0,0,1,3,6,18,1
22018,101107,21800505,26-Dec-18,CHA @ BKN,L,44,5,11,0.455,3,7,0.429,1,1,1,2,10,12,0,1,2,0,2,14,-14,1
22018,101107,21800488,23-Dec-18,CHA @ BOS,L,26,1,9,0.111,0,5,0,2,2,1,0,1,1,1,1,0,0,4,4,-25,1
22018,101107,21800469,21-Dec-18,CHA vs. DET,W,32,7,14,0.5,7,11,0.636,3,5,0.6,0,6,6,2,2,1,2,5,24,26,1
22018,101107,21800455,19-Dec-18,CHA vs. CLE,W,38,8,13,0.615,2,4,0.5,0,0,0,1,9,10,2,0,1,0,1,18,9,1
22018,101107,21800430,15-Dec-18,CHA vs. LAL,L,12,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,-11,1
22018,101107,21800421,14-Dec-18,CHA vs. NYK,L,37,7,12,0.583,4,7,0.571,2,2,1,0,5,5,1,1,1,0,5,20,-9,1
22018,101107,21800405,12-Dec-18,CHA vs. DET,W,38,3,8,0.375,3,7,0.429,0,0,0,0,10,10,1,1,1,0,6,9,8,1
22018,101107,21800389,9-Dec-18,CHA @ NYK,W,27,4,9,0.444,3,7,0.429,2,2,1,0,5,5,1,1,0,0,3,13,26,1
22018,101107,21800368,7-Dec-18,CHA vs. DEN,W,33,4,12,0.333,3,7,0.429,3,4,0.75,4,6,10,2,1,0,1,1,14,13,1
22018,101107,21800338,2-Dec-18,CHA vs. NOP,L,11,2,4,0.5,1,2,0.5,0,0,0,0,1,1,1,0,0,0,1,5,-5,1
22018,101107,21800320,30-Nov-18,CHA vs. UTA,L,33,5,13,0.385,3,8,0.375,2,2,1,2,9,11,2,1,0,1,1,15,1,1
22018,101107,21800306,28-Nov-18,CHA vs. ATL,W,22,0,3,0,0,2,0,0,2,0,0,6,6,0,1,0,0,0,0,-3,1
22018,101107,21800294,26-Nov-18,CHA vs. MIL,W,37,6,11,0.545,4,6,0.667,0,0,0,0,8,8,0,1,1,2,4,16,4,1
22018,101107,21800288,25-Nov-18,CHA @ ATL,L,36,7,14,0.5,4,9,0.444,2,2,1,3,10,13,1,0,0,0,2,20,4,1
22018,101107,21800274,23-Nov-18,CHA @ OKC,L,31,4,8,0.5,2,6,0.333,0,0,0,2,4,6,0,1,0,0,3,10,-6,1
22018,101107,21800252,21-Nov-18,CHA vs. IND,W,23,3,4,0.75,2,3,0.667,1,2,0.5,0,2,2,2,3,1,0,1,9,23,1
22018,101107,21800239,19-Nov-18,CHA vs. BOS,W,25,3,6,0.5,1,4,0.25,0,0,0,1,5,6,1,0,0,2,2,7,5,1
22018,101107,21800225,17-Nov-18,CHA vs. PHI,L,27,1,3,0.333,1,2,0.5,1,2,0.5,1,4,5,1,0,1,1,6,4,-6,1
22018,101107,21800199,13-Nov-18,CHA @ CLE,L,30,3,8,0.375,2,7,0.286,0,0,0,0,2,2,2,3,1,0,1,8,-10,1
22018,101107,21800184,11-Nov-18,CHA @ DET,W,27,3,9,0.333,3,7,0.429,1,2,0.5,1,3,4,0,2,0,0,2,10,12,1
22018,101107,21800168,9-Nov-18,CHA @ PHI,L,15,1,3,0.333,1,2,0.5,0,0,0,0,1,1,1,1,0,0,2,3,-15,1
22018,101107,21800149,6-Nov-18,CHA vs. ATL,W,27,8,14,0.571,3,6,0.5,1,2,0.5,0,8,8,1,1,0,2,3,20,6,1
22018,101107,21800126,3-Nov-18,CHA vs. CLE,W,22,3,6,0.5,1,4,0.25,0,0,0,0,3,3,1,0,0,0,0,7,6,1
22018,101107,21800111,1-Nov-18,CHA vs. OKC,L,18,2,6,0.333,0,2,0,0,0,0,0,2,2,0,0,0,1,2,4,5,1
22018,101107,21800096,30-Oct-18,CHA vs. MIA,W,18,1,4,0.25,0,2,0,0,0,0,0,1,1,2,1,1,1,2,2,-1,1
22018,101107,21800078,27-Oct-18,CHA @ PHI,L,23,2,6,0.333,1,4,0.25,2,2,1,0,5,5,3,0,2,0,3,7,6,1
22018,101107,21800067,26-Oct-18,CHA vs. CHI,W,17,2,6,0.333,0,2,0,0,0,0,1,4,5,0,0,2,0,1,4,18,1
22018,101107,21800056,24-Oct-18,CHA @ CHI,L,33,4,12,0.333,1,6,0.167,2,2,1,3,5,8,1,2,1,0,1,11,4,1
22018,101107,21800041,22-Oct-18,CHA @ TOR,L,21,2,6,0.333,0,2,0,0,0,0,1,1,2,1,1,0,0,1,4,-11,1
22018,101107,21800030,20-Oct-18,CHA @ MIA,W,30,5,10,0.5,2,5,0.4,1,2,0.5,1,5,6,1,0,3,1,2,13,9,1
22018,101107,21800017,19-Oct-18,CHA @ ORL,W,20,3,7,0.429,2,6,0.333,0,0,0,1,3,4,0,0,0,1,0,8,13,1
22018,101107,21800003,17-Oct-18,CHA vs. MIL,L,26,2,7,0.286,1,6,0.167,0,2,0,1,8,9,1,0,4,1,2,5,-4,1
22018,101108,21801218,9-Apr-19,HOU @ OKC,L,34,9,15,0.6,5,9,0.556,1,1,1,1,7,8,6,1,0,1,2,24,1,1
22018,101108,21801200,7-Apr-19,HOU vs. PHX,W,26,2,8,0.25,2,5,0.4,0,0,0,0,3,3,9,5,0,2,1,6,30,1
22018,101108,21801184,5-Apr-19,HOU vs. NYK,W,24,4,9,0.444,3,6,0.5,0,0,0,0,3,3,10,1,0,1,1,11,34,1
22018,101108,21801176,3-Apr-19,HOU @ LAC,W,27,10,19,0.526,5,8,0.625,4,4,1,1,3,4,7,2,1,3,3,29,23,1
22018,101108,21801163,2-Apr-19,HOU @ SAC,W,28,3,12,0.25,1,7,0.143,0,1,0,0,5,5,12,2,1,2,2,7,6,1
22018,101108,21801138,30-Mar-19,HOU vs. SAC,W,30,8,16,0.5,3,8,0.375,3,4,0.75,0,2,2,5,4,0,0,2,22,13,1
22018,101108,21801126,28-Mar-19,HOU vs. DEN,W,30,3,10,0.3,0,3,0,3,3,1,0,4,4,8,1,0,3,2,9,14,1
22018,101108,21801111,26-Mar-19,HOU @ MIL,L,32,7,18,0.389,4,9,0.444,1,1,1,3,6,9,4,0,0,2,1,19,-10,1
22018,101108,21801099,24-Mar-19,HOU @ NOP,W,27,4,12,0.333,1,7,0.143,1,1,1,1,2,3,13,5,0,3,2,10,20,1
22018,101108,21801084,22-Mar-19,HOU vs. SAS,W,34,7,15,0.467,0,3,0,4,4,1,0,3,3,5,1,1,2,2,18,-4,1
22018,101108,21801070,20-Mar-19,HOU @ MEM,L,41,6,17,0.353,2,9,0.222,4,4,1,2,5,7,7,1,0,2,5,18,-1,1
22018,101108,21801060,19-Mar-19,HOU @ ATL,W,29,4,10,0.4,2,6,0.333,3,4,0.75,0,1,1,11,3,0,1,1,13,10,1
22018,101108,21801048,17-Mar-19,HOU vs. MIN,W,29,8,12,0.667,6,7,0.857,3,3,1,0,7,7,10,1,0,1,2,25,26,2
22018,101108,21801018,13-Mar-19,HOU vs. GSW,L,33,7,12,0.583,2,6,0.333,8,8,1,2,4,6,3,0,0,3,4,24,-1,1
22018,101108,21801004,11-Mar-19,HOU vs. CHA,W,29,3,8,0.375,2,4,0.5,2,2,1,2,8,10,4,0,1,3,1,10,3,1
22018,101108,21800997,10-Mar-19,HOU @ DAL,W,33,2,11,0.182,2,8,0.25,3,4,0.75,0,3,3,9,2,2,3,2,9,3,1
22018,101108,21800981,8-Mar-19,HOU vs. PHI,W,28,2,8,0.25,0,3,0,0,0,0,0,3,3,8,2,0,3,2,4,7,1
22018,101108,21800961,5-Mar-19,HOU @ TOR,W,31,1,10,0.1,0,3,0,3,3,1,0,6,6,10,2,1,2,3,5,13,1
22018,101108,21800945,3-Mar-19,HOU @ BOS,W,34,4,10,0.4,3,8,0.375,4,5,0.8,1,5,6,12,3,1,5,4,15,1,1
22018,101108,21800925,28-Feb-19,HOU vs. MIA,W,34,4,12,0.333,1,6,0.167,5,5,1,2,4,6,4,1,0,3,3,14,-6,1
22018,101108,21800911,27-Feb-19,HOU @ CHA,W,32,7,13,0.538,2,6,0.333,1,2,0.5,0,4,4,10,2,0,6,2,17,17,1
22018,101108,21800903,25-Feb-19,HOU vs. ATL,W,35,5,10,0.5,3,8,0.375,7,7,1,0,6,6,8,1,0,1,5,20,14,1
22018,101108,21800892,23-Feb-19,HOU @ GSW,W,36,7,18,0.389,4,9,0.444,5,5,1,1,4,5,17,2,0,5,2,23,-1,1
22018,101108,21800872,21-Feb-19,HOU @ LAL,L,34,9,15,0.6,3,5,0.6,2,2,1,1,9,10,9,1,1,1,6,23,6,1
22018,101108,21800861,13-Feb-19,HOU @ MIN,L,35,4,13,0.308,2,8,0.25,6,7,0.857,0,5,5,8,1,0,0,3,16,4,1
22018,101108,21800844,11-Feb-19,HOU vs. DAL,W,29,5,12,0.417,5,10,0.5,2,2,1,1,1,2,11,2,0,0,4,17,21,1
22018,101108,21800832,9-Feb-19,HOU vs. OKC,L,35,5,12,0.417,2,5,0.4,6,7,0.857,1,9,10,9,2,0,2,4,18,10,1
22018,101108,21800809,6-Feb-19,HOU @ SAC,W,30,4,13,0.308,1,8,0.125,6,6,1,0,2,2,11,2,1,3,2,15,17,1
22018,101108,21800794,4-Feb-19,HOU @ PHX,W,33,5,10,0.5,2,4,0.5,6,7,0.857,0,5,5,4,5,0,6,0,18,5,1
22018,101108,21800774,1-Feb-19,HOU @ DEN,L,29,8,13,0.615,3,7,0.429,1,1,1,0,3,3,6,0,0,1,0,20,-9,1
22018,101108,21800753,29-Jan-19,HOU vs. NOP,L,26,4,9,0.444,1,5,0.2,1,2,0.5,1,3,4,9,2,0,2,4,10,11,1
22018,101108,21800737,27-Jan-19,HOU vs. ORL,W,25,4,8,0.5,2,5,0.4,2,2,1,0,5,5,6,3,0,3,1,12,-2,1
22018,101108,21800467,20-Dec-18,HOU @ MIA,L,12,1,3,0.333,0,2,0,2,2,1,0,1,1,4,0,0,2,2,4,-3,1
22018,101108,21800461,19-Dec-18,HOU vs. WAS,W,28,7,11,0.636,5,9,0.556,2,2,1,0,2,2,8,2,1,3,2,21,10,1
22018,101108,21800445,17-Dec-18,HOU vs. UTA,W,37,3,10,0.3,1,4,0.25,4,4,1,1,2,3,9,4,0,3,5,11,-3,1
22018,101108,21800432,15-Dec-18,HOU @ MEM,W,36,3,10,0.3,2,7,0.286,2,2,1,0,1,1,10,2,0,2,1,10,0,1
22018,101108,21800416,13-Dec-18,HOU vs. LAL,W,37,3,10,0.3,3,4,0.75,5,6,0.833,1,0,1,9,3,0,2,3,14,8,1
22018,101108,21800402,11-Dec-18,HOU vs. POR,W,34,2,12,0.167,0,4,0,7,8,0.875,3,8,11,10,3,1,1,3,11,8,1
22018,101108,21800378,8-Dec-18,HOU @ DAL,L,38,10,20,0.5,3,7,0.429,0,2,0,0,2,2,8,1,0,2,2,23,-3,1
22018,101108,21800367,6-Dec-18,HOU @ UTA,L,25,5,11,0.455,0,2,0,2,3,0.667,0,1,1,5,0,0,5,3,12,-13,1
22018,101108,21800348,3-Dec-18,HOU @ MIN,L,36,1,8,0.125,1,7,0.143,2,2,1,0,3,3,7,3,0,5,3,5,-12,1
22018,101108,21800334,1-Dec-18,HOU vs. CHI,W,31,4,11,0.364,2,7,0.286,2,2,1,1,2,3,13,2,1,4,1,12,14,1
22018,101108,21800326,30-Nov-18,HOU @ SAS,W,28,5,13,0.385,2,7,0.286,2,2,1,1,4,5,10,1,0,0,1,14,28,1
22018,101108,21800267,23-Nov-18,HOU @ DET,L,37,7,16,0.438,2,6,0.333,4,4,1,1,3,4,9,0,0,2,5,20,-13,1
22018,101108,21800258,21-Nov-18,HOU vs. DET,W,35,8,16,0.5,1,6,0.167,3,4,0.75,0,2,2,7,1,0,3,3,20,-9,1
22018,101108,21800231,17-Nov-18,HOU vs. SAC,W,33,7,9,0.778,6,8,0.75,4,5,0.8,0,4,4,9,1,0,8,4,24,19,1
22018,101108,21800213,15-Nov-18,HOU vs. GSW,W,28,4,10,0.4,2,4,0.5,0,0,0,0,5,5,7,3,2,2,1,10,20,1
22018,101108,21800200,13-Nov-18,HOU @ DEN,W,32,7,12,0.583,3,7,0.429,4,5,0.8,0,5,5,4,2,0,3,0,21,6,1
22018,101108,21800185,11-Nov-18,HOU vs. IND,W,35,8,13,0.615,5,8,0.625,5,7,0.714,0,5,5,5,3,0,2,3,26,7,1
22018,101108,21800180,10-Nov-18,HOU @ SAS,L,40,4,13,0.308,2,3,0.667,3,4,0.75,0,4,4,4,3,1,1,4,13,-12,1
22018,101108,21800163,8-Nov-18,HOU @ OKC,L,36,4,11,0.364,0,4,0,2,2,1,0,2,2,5,6,0,5,3,10,-7,1
22018,101108,21800141,5-Nov-18,HOU @ IND,W,38,4,12,0.333,0,6,0,1,2,0.5,1,4,5,13,1,0,5,2,9,8,1
22018,101108,21800129,3-Nov-18,HOU @ CHI,W,35,3,11,0.273,0,3,0,1,3,0.333,0,6,6,8,4,0,4,1,7,0,1
22018,101108,21800118,2-Nov-18,HOU @ BKN,W,37,13,27,0.481,5,12,0.417,1,1,1,3,4,7,11,2,2,2,4,32,20,1
22018,101108,21800101,30-Oct-18,HOU vs. POR,L,37,6,19,0.316,2,8,0.25,3,4,0.75,1,4,5,9,2,0,2,4,17,-18,1
22018,101108,21800070,26-Oct-18,HOU vs. LAC,L,34,3,13,0.231,0,2,0,6,6,1,1,5,6,8,2,0,5,3,12,-26,1
22018,101108,21800035,20-Oct-18,HOU @ LAL,W,30,9,17,0.529,3,6,0.5,7,9,0.778,2,5,7,10,1,0,3,2,28,13,1
22018,101108,21800009,17-Oct-18,HOU vs. NOP,L,32,6,12,0.5,3,7,0.429,4,5,0.8,0,5,5,6,2,0,1,3,19,-19,1
22018,101109,21801226,10-Apr-19,OKC @ MIL,W,24,4,8,0.5,4,8,0.5,0,0,0,0,4,4,7,0,0,1,1,12,-1,1
22018,101109,21801218,9-Apr-19,OKC vs. HOU,W,10,1,3,0.333,1,1,1,0,0,0,0,0,0,2,0,0,0,1,3,0,1
22018,101109,21801197,7-Apr-19,OKC @ MIN,W,10,1,2,0.5,1,1,1,0,0,0,0,2,2,1,0,0,0,1,3,7,1
22018,101109,21801186,5-Apr-19,OKC vs. DET,W,12,2,4,0.5,2,2,1,0,0,0,0,1,1,0,1,0,0,1,6,8,1
22018,101109,21801161,2-Apr-19,OKC vs. LAL,W,13,1,4,0.25,0,3,0,0,0,0,0,0,0,1,1,0,0,1,2,-6,1
22018,101109,21801146,31-Mar-19,OKC vs. DAL,L,11,1,3,0.333,0,1,0,0,0,0,0,1,1,0,0,0,0,1,2,5,1
22018,101109,21801133,29-Mar-19,OKC vs. DEN,L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22018,101109,21801054,18-Mar-19,OKC vs. MIA,L,12,0,3,0,0,1,0,0,0,0,1,1,2,2,0,0,1,1,0,-11,1
22018,101109,21801017,13-Mar-19,OKC vs. BKN,W,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-8,1
22018,101109,21800976,7-Mar-19,OKC @ POR,W,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,1
22018,101109,21800963,5-Mar-19,OKC @ MIN,L,10,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,3,-3,1
22018,101109,21800951,3-Mar-19,OKC vs. MEM,W,14,1,2,0.5,0,0,0,2,2,1,0,1,1,0,0,0,0,2,4,1,1
22018,101109,21800940,2-Mar-19,OKC @ SAS,L,22,6,9,0.667,1,3,0.333,0,0,0,0,0,0,1,0,0,0,0,13,7,1
22018,101109,21800927,28-Feb-19,OKC vs. PHI,L,12,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,1,2,0,6,1
22018,101109,21800910,26-Feb-19,OKC @ DEN,L,8,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,4,1
22018,101109,21800890,23-Feb-19,OKC vs. SAC,L,6,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,1
22018,101109,21800866,14-Feb-19,OKC @ NOP,L,23,3,4,0.75,1,2,0.5,2,2,1,0,1,1,5,0,0,0,1,9,13,1
22018,101109,21800846,11-Feb-19,OKC vs. POR,W,21,6,10,0.6,3,5,0.6,0,0,0,0,1,1,1,2,0,0,2,15,13,1
22018,101109,21800539,30-Dec-18,OKC @ DAL,L,11,1,2,0.5,1,2,0.5,0,0,0,0,0,0,2,0,0,0,2,3,11,1
22018,101109,21800525,28-Dec-18,OKC @ PHX,W,12,2,3,0.667,0,0,0,0,0,0,0,1,1,2,0,0,1,1,4,-2,1
22018,101109,21800343,3-Dec-18,OKC @ DET,W,7,2,5,0.4,1,2,0.5,0,0,0,0,3,3,0,1,1,0,0,5,-2,1
22018,101109,21800313,28-Nov-18,OKC vs. CLE,W,6,1,2,0.5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,9,1
22018,101109,21800274,23-Nov-18,OKC vs. CHA,W,5,0,2,0,0,0,0,0,0,0,1,1,2,1,0,0,1,0,0,-4,1
22018,101109,21800247,19-Nov-18,OKC @ SAC,L,6,1,1,1,1,1,1,0,0,0,0,2,2,1,0,0,0,0,3,-3,1
22018,101109,21800233,17-Nov-18,OKC @ PHX,W,14,1,5,0.2,0,2,0,0,0,0,0,1,1,3,0,0,2,1,2,1,1
22018,101109,21800209,14-Nov-18,OKC vs. NYK,W,17,2,5,0.4,2,4,0.5,2,2,1,0,1,1,3,0,1,2,3,8,-9,1
22018,101109,21800196,12-Nov-18,OKC vs. PHX,W,11,1,4,0.25,0,1,0,0,0,0,0,1,1,3,1,0,1,0,2,0,1
22018,101109,21800181,10-Nov-18,OKC @ DAL,L,16,3,12,0.25,1,6,0.167,0,0,0,1,1,2,3,0,0,0,2,7,-14,1
22018,101109,21800163,8-Nov-18,OKC vs. HOU,W,13,5,9,0.556,0,3,0,0,0,0,0,0,0,1,0,0,0,0,10,-1,1
22018,101109,21800153,7-Nov-18,OKC @ CLE,W,14,2,6,0.333,0,2,0,0,0,0,0,1,1,2,3,1,1,1,4,-11,1
22018,101109,21800144,5-Nov-18,OKC vs. NOP,W,3,1,3,0.333,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,-2,1
22018,101109,21800025,19-Oct-18,OKC @ LAC,L,18,5,12,0.417,0,3,0,2,2,1,1,3,4,3,0,1,1,2,12,2,1
22018,101109,21800002,16-Oct-18,OKC @ GSW,L,14,1,5,0.2,0,3,0,4,5,0.8,0,3,3,1,0,0,2,0,6,-1,1
22018,101112,21801209,9-Apr-19,CLE vs. CHA,L,7,3,6,0.5,2,3,0.667,2,2,1,0,0,0,0,0,0,1,1,10,0,1
22018,101112,21801196,7-Apr-19,CLE vs. SAS,L,16,2,6,0.333,1,4,0.25,0,0,0,0,4,4,1,0,0,2,1,5,4,1
22018,101112,21801160,1-Apr-19,CLE @ PHX,L,3,1,2,0.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,-7,1
22018,101112,21801050,18-Mar-19,CLE vs. DET,W,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-4,1
22018,101112,21801008,12-Mar-19,CLE @ PHI,L,14,1,7,0.143,1,5,0.2,0,0,0,0,1,1,1,1,0,0,3,3,2,1
22018,101112,21801001,11-Mar-19,CLE vs. TOR,W,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,3,5,1
